label,message
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,I want to see your pretty pussy...
ham,Got it..mail panren paru..
ham,Match started.india  &lt;#&gt;  for 2
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.
ham,Going on nothing great.bye
ham,No way I'm going back there!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,As in different styles?
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
ham,Glad to see your reply.
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,This is all just creepy and crazy to me.
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,I am great! How are you?
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,Lil fever:) now fine:)
ham,I was just callin to say hi. Take care bruv!
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,I havent lei.. Next mon can?
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,Sos! Any amount i can get pls.
ham,But you were together so you should be thinkin about him
ham,Pls call me da. What happen.
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,K I'll be there before 4.
ham,Ok try to do week end course in coimbatore.
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,Watching ajith film ah?
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,The bus leaves at  &lt;#&gt; 
ham,Many more happy returns of the day. I wish you happy birthday.
ham,Discussed with your mother ah?
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,Be sure to check your yahoo email. We sent photos yesterday
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
ham,K..u also dont msg or reply to his msg..
ham,Black shirt n blue jeans... I thk i c ü...
ham,4 oclock at mine. Just to bash out a flat plan.
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
ham,Ok i msg u b4 i leave my house.
ham,Go where n buy? Juz buy when we get there lar.
ham,Ya srsly better than yi tho
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Just got outta class gonna go gym.
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,Go fool dont cheat others ok
ham,Babe ? I lost you ... :-(
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,In sch but neva mind u eat 1st lor..
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,Pls speak to that customer machan.
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Havent still waitin as usual... Ü come back sch oredi?
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,What class of  &lt;#&gt;  reunion?
ham,Carlos says we can pick up from him later so yeah we're set
ham,Sorry da thangam.it's my mistake.
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,But i dint slept in afternoon.
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Hows the champ just leaving glasgow!
ham,So ü'll be submitting da project tmr rite?
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,Tell me something. Thats okay.
ham,I sent them. Do you like?
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,"I'll text carlos and let you know, hang on"
ham,Do you still have the grinder?
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,cool. We will have fun practicing making babies!
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,I dont want to hear philosophy. Just say what happen
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,Ok lor then we go tog lor...
ham,U guys never invite me anywhere :(
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,How long does applebees fucking take
ham,Ü still got lessons?  Ü in sch?
ham,"Aight, I'll text you when I'm back"
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Yar lor... How u noe? U used dat route too?
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,All will come alive.better correct any good looking figure there itself..
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,"* Was really good to see you the other day dudette, been missing you!"
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,Can you open the door?
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,This pain couldn't have come at a worse time.
ham,That depends. How would you like to be treated? :)
ham,Whens your radio show?
ham,That's significant but dont worry.
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Merry christmas to u too annie!
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,We can make a baby in yo tho
ham,What he said is not the matter. My mind saying some other matter is there.
ham,I am in bus on the way to calicut
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,Hey gals...U all wanna meet 4 dinner at nìte? 
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Still otside le..u come 2morrow maga..
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
ham,Hi where you. You in home or calicut?
ham,Lol enjoy role playing much?
ham,Anything lor... U decide...
ham,"Aight, sounds good. When do you want me to come down?"
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,Thanks for picking up the trash.
ham,Dunno he jus say go lido. Same time 930.
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,No she didnt. I will search online and let you know.
ham,Yes:)sura in sun tv.:)lol.
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Fine am simply sitting.
ham,They finally came to fix the ceiling.
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,I can make lasagna for you... vodka...
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,So u workin overtime nigpun?
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,"Alright, see you in a bit"
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,"Yes, princess. Are you going to make me moan?"
ham,Thnx dude. u guys out 2nite?
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,No. Yes please. Been swimming?
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
ham,Doing project w frens lor. 
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Wife.how she knew the time of murder exactly
ham,And by when you're done I mean now
ham,Er yep sure. Props?
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,Ok.. Ü finishing soon?
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,No problem. How are you doing?
ham,Yes.mum lookin strong:)
ham,What time is ur flight tmr?
ham,Oh that was a forwarded message. I thought you send that to me
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"Lets use it next week, princess :)"
ham,The wine is flowing and i'm i have nevering..
ham,Hey do you want anything to buy:)
ham,Good. No swimsuit allowed :)
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Tired. I haven't slept well the past few nights.
ham,Don know..wait i will check it.
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Sorry da. I gone mad so many pending works what to do.
ham,* Am on a train back from northampton so i'm afraid not!
ham,"Sorry, got a late start, we're on the way"
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,O ic lol. Should play 9 doors sometime yo
ham,K tell me anything about you.
ham,What time you think you'll have it? Need to know when I should be near campus
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Re your call; You didn't see my facebook huh?
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,We're finally ready fyi
ham,Ok.
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,Then. You are eldest know.
ham,Okay same with me. Well thanks for the clarification
ham,Congrats kano..whr s the treat maga?
ham,I will vote for wherever my heart guides me
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Thanx 4 e brownie it's v nice...
spam,2/2 146tf150p
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,Yeah that'd pretty much be the best case scenario
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,What year. And how many miles.
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Yo theres no class tmrw right?
ham,How will I creep on you now? ;_;
ham,I uploaded mine to Facebook
ham,Eatin my lunch...
ham,Hey... Very inconvenient for your sis a not huh?
ham,Still i have not checked it da. . .
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,So can collect ur laptop?
ham,Do you think i can move  &lt;#&gt;  in a week
ham,Is ur paper in e morn or aft tmr?
ham,She doesnt need any test.
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Ok... Ur typical reply...
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,"Didn't try, g and I decided not to head out"
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,Can you please send me my aunty's number
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,"Like  &lt;#&gt; , same question"
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,No i am not having not any movies in my laptop
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,Thanks chikku..:-) gud nyt:-*
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,"sure, but make sure he knows we ain't smokin yet"
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,Great! So what attracts you to the brothas?
ham,I did. One slice and one breadstick. Lol
ham,"Sir, I am waiting for your mail."
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,I ask if u meeting da ge tmr nite...
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,Unni thank you dear for the recharge..Rakhesh
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,Hey i've booked the pilates and yoga lesson already... Haha
ham,Can not use foreign stamps in this country. Good lecture .
ham,"Sir Goodmorning, Once free call me."
ham,Staff of placement training in Amrita college.
ham,Can you do a mag meeting this avo at some point?
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,Hey what's up charles sorry about the late reply.
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Did u got that persons story
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,Hey leave it. not a big deal:-) take care.
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Detroit. The home of snow. Enjoy it.
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Sorry i missed your call. Can you please call back.
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,Whos this am in class:-)
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,I'm on the bus. Love you
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,Ü called dad oredi...
ham,"Some friends want me to drive em someplace, probably take a while"
ham,Dude im no longer a pisces. Im an aquarius now.
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,"Thank you. And by the way, I just lost."
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,Thank you. I like you as well...
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham,Dai  &lt;#&gt;  naal eruku.
ham,I love you both too :-)
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,Men like shorter ladies. Gaze up into his eyes.
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,"K, can that happen tonight?"
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,"That's very rude, you on campus?"
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,"Nothing really, just making sure everybody's up to speed"
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Tiwary to rcb.battle between bang and kochi.
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,Rofl. Its true to its name
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,Wishing you a wonderful week.
ham,Oops i thk i dun haf enuff... I go check then tell ü..
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
ham,What you need. You have a person to give na.
ham,You didnt complete your gist oh.
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Fffff. Can you text kadeem or are you too far gone
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,Blank is Blank. But wat is blank? Lol
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,I hope you know I'm still mad at you.
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Cool. So how come you havent been wined and dined before?
ham,"That's what I love to hear :V see you sundayish, then"
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,Does uncle timi help in clearing cars
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,I had askd u a question some hours before. Its answer
ham,Or just do that 6times
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,Can ü send me a copy of da report?
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,Cos i want it to be your thing
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham,K..give back my thanks.
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,K k :-):-) then watch some films.
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Hi:)did you asked to waheeda fathima about leave?
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,"Sorry, was in the bathroom, sup"
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,Haven't left yet so probably gonna be here til dinner
ham,No he didn't. Spring is coming early yay!
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
